,brand, model, rating, rating_text
10,la-sportiva,makalu,5.0,   I am an apprentice powerlineman. My foreman recommended these boots and I have never climber in anything better. I never plan on buying another pair of boots. I have also worn them on several Colorado 14ers and have no complaints. Best boots I have ever worn.
11,la-sportiva,makalu,4.0,   I bought the boots in 2000~ so it is the older type of these tough moonwalkers. No toe protector~ and it is with vibram outsole not with the MPE.   I have been using this in every second weekend for daytrips~ and one or two times a year for 1-2 weeks long trips.    The breaking time is very very long~ I think I needed around 1 month of daily walking in it before I allowed myself to use it an expedition. For me the insoles are very hard~ I replaced them with a GEL type of insole~ it serves well.    It is brutally waterproof~ I mean the gore-tex and syntethic~ half-leather solutions after a while will allow water in. I just always bring a newspaper with myself what I put in during the evening~ I cure the boots with nickwax~ if it is snow and muddy wet terrain I use pig or seal grease. Once I used a kind of wax~ from this time my boots are discoloured and the metal parts~ shoelace holes became greenish.   The lace system is not the best~ takes time to lace up.      All in all~ I always use double socks~ even during the summer and I have never ever had any blisters. I have better boots than this~ but nothing is tougher and more durable. This one is undestroyable.    If your aim is more vertical than horizontal I can give five stars~ but as I used it everywhere~ I just give 4.
12,la-sportiva,makalu,4.0,   Good boot~ most comfortable around under $500. Biggest design flaw is the third shoelace eyelet down from the top; it is a fabric/nylon loop (the type found on rock climbing slippers) that will probably give out and wear through or pull out around year 3 or 4.
13,la-sportiva,makalu,5.0,   I purchased the Makalu in the mid '90s and I still wear them. My Asolo boots blew out and I had to use these on a duck hunting trip last month (over 10 years later).     I've had many different brand of boots and I have not found a single brand that can stand up to the beating I throw them. This is the only boot that has lasted as long and strong.   The only drawback is the break-in time. If you can't tough it out for the first month of use~ you're not going to like this boot. All that tough leather takes time to conform to your foot.
14,la-sportiva,makalu,5.0,   Reviews you read on the Makalu are either love or hate affairs. I love my Makalus. Basically La Sportiva uses lasts that fit my foot (which is long narrow and 'low volume' boot speak for flat feet I think!!). I took my time getting the right size and tried on three pairs from a 46.5 to a 47.5 before selecting a pair of 47's. I chucked out the supplied insoles and use a pair of sorbothane insoles which seem to do the job. A bit of wall kicking was in order (simulating front pointing with crampons and decending downhill) to see if my toes hit the end of the boot.   A weekend of tenative walking around the house and they felt fine. The lacing locks work really well and the boots are well made and lovingly crafted. Way better than my Garmont boots which these have now replaced. Their first outing in the mountains was the Tongariro Crossing a 17km hike over an alpine trail in the Mountains of New Zealand's North Island. No blisters and comfort straight from the box.    Subsequent forays have been equally impressive. They kick steps in hard snow with ease hike up or down hill with superb sure footedness and take my Charlet S12 newmatic crampons with ease. Can there be a finer boot for general mountaineering?    At some point I'm going to have to reproof them but not for a while yet. Combined with a decent gaiter they have kept my feet toasty warm and dry as a bone in: snow~ bogs and stream and river crossings. A very~ very good boot. You just need the feet to fit them. Hopefully La Sportiva never stops making them.
15,la-sportiva,makalu,5.0,   The Makalu may not be the latest and greatest from Sportiva but I just had to comment on it since it's treated me very well.   My Makalus have been used for two years of hiking in Ontario along with four years of scrambling in the Canadian Rockies. Anyone who's scrambled/climbed in the Rockies will know that the terrain is extremely harsh on boots. Going through a pair of boots per year isn't even a surprise. Well~ with that being said~ my Makalus have performed quite well.   During the last four years~ I've scrambled over 50 mountains consisting of snow~ scree~ hard packed dirt~ scree and more scree using these boots and they've never let me down. The soles are finally starting to wear thin but other than that the boots are still going strong. Sure~ I've had to waterproof them a few times but the workmanship is obvious as there isn't even a single stich that has come undone.
16,la-sportiva,makalu,5.0,   This pair is my second pair. From climbing 5.8 rock~ M3 or WI4~ ferrying 70-100 pound loads to basecamp~ doing 8hr days of backcountry ski trails maintenance through bogs and over and under slippery logs come rain or shine...it is amazing to me how tough and reliable thse boots are while keeping my feet warm and nearly always dry. The break in on this second pair was much better than the first leather lined pair I had. The fabric liners break in more easily and after three and a half years they still have all their lining material.   My first pair served me well from 1995 through 2002 without a resole and under similar demands from me. The break-in period was a few blisters over 37 miles long...but after that they never gave me a moment's trouble...even when frozen at -18F on a Nice WI3 route 4 miles from the road.
17,la-sportiva,makalu,5.0,   These boots are awesome! Slight break-in period with help of a boot stretcher (one hot spot). I backpack with heavy loads (60-80lbs.) OFF the trails and the Makalu supports my feet and ankles perfectly. The Makalu is a heavy boot~ and if you're used to sport hikers~ light loads and easy trails~ these boots aren’t for you. However if you get off the trails and ramble the mountains hunting and camping you can trust your life with these boots.  
18,la-sportiva,makalu,5.0,   I was lucky enough to buy these boots for $165; they are the newest model. I have used them for about one year and they have never let me down. I walked through a river that had ice chunks floating through it in the middle of winter and they still kept my feet warm along with my wool socks. I would recommend these boots to anyone.
19,la-sportiva,makalu,5.0,   These boots have gone through three years of winter camping~ backpacking and over two dozen scrambles in the Canadian Rockies and they've never let me down. They stick to the rock like glue and they provide excellent support for my feet.
20,la-sportiva,makalu,5.0,   There was a break-in period~ but after they are the best boots I have ever had. I work for the forest service and wear them daily. I love them.
21,la-sportiva,makalu,3.0,   Still in the break-in period~ mainly due to the fact that my first pair had to be sent back.  What looked like a shank started to come through in the front part  on both boots so a replacement was sent to me.  I then got my new Makalu's and found that they had sent me the new models ( I had the previous model without the rubber covered front section).  These are by fare a lot less stiff which is a little bit of a concern.  I don't mind putting in the hard yards breaking them in~ and the new boots flexed  allot quicker than I expected when hiking out to Mt Feathertop. I hope this doesn't affect the use of snowshoes or crampons and time will tell if they stuff up again.  But overall boot looks and feels great.
22,la-sportiva,makalu,1.0,   SPENT TWO WEEKS IN BC~ CANADA AND HATED THESE BOOTS!! rach I DON'T KNOW WHAT YOUR TAKING ABOUT? THESE BOOTS ARE LIKE WEARING A PIECE OF WOOD ON YOUR FEET!
23,la-sportiva,makalu,4.0,   I am on my second pair. I walk about 130 km a month in the Drakensberg in South Africa at altitudes up to 11~500 ft~ mostly off-path. First pair broke after 7 months. Nylon midsole delaminated from outer sole on both shoes.   Second pair has lasted longer and was much more comfortable with new lining. I have broad feet but no problems. This boot gives more secure footing on rough terrain (grass slopes and scree) than any other I have owned and still flexible enough to walk properly.   Can also use for ice-climbing but a bit too flexible to front-point properly.  I just think they could use better glue to stick them together (e.g. Liquisole instead of the cheap stuff they use). The boots are cold in snow but very waterproof in cold conditions. Not so waterproof in warm rainy weather (2 hrs max.)   In spite of the problems I will still buy another pair~ preferably the Gore-Tex lined version!!!
24,la-sportiva,makalu,5.0,   Don't know what that Timothy guy is on about -- best boots I've ever owned.  If you want a boot for all occasions~ this is it - just as happy up Mont Blanc or trudging through a peat bog.
25,la-sportiva,makalu,1.0,   I WENT FOR A THREE MONTH HIKING EXPEDITION IN SOUTH EAST ALASKA~ AND THESE BOOTS FELL APART. AFTER A SLIGHTLY PAINFUL 4 WEEK BREAK-IN PERIOD ON SOME OF THE ROUGHEST TRAILS IN ALASKA ON THE 6 WEEK BOTH OF THE 1.5mm FULL SHANK BROKE~ ON THE 7 WEEK A HUGE HOLE OPENED UP ON THE SIDE OF MY LEFT BOOT. I CAME TO A LIITLE TOWN 100 MILES SOUTH OF JUNEAU~AK AND BOUGHT ME A PAIR OF HERMAN SURVIVORS FOR $50.25 TO FINISH OUT MY EXPEDITION. LET ME TELL YOU~ THOSE HERMANS HAD NO BREAK-IN PERIOD AND~ THEY NOT ONLY LASTED THE REST OF MY TRIP BUT I STILL WEAR THEM TODAY~ AND I HAVE BEEN BACK FOR 4 MONTHS.  BEWARE OF LA SPORTIVA QUALITY.
26,la-sportiva,makalu,5.0,   Others have said that this boot takes a long time to break in~ and I would disagree. I believe that you either have the foot for this boot~ or you don't~ plain and simple. I happen to have a very crappy foot for fitting most boots: long~ narrow and low volume (low instep). But~ it seems that this is precisely the foot type that fits perfectly with the Makalu! These boots fit me right away~ with no break in required (by this~ I mean that there was no period of suffering through painful blisters in order to get them to mold to my foot)~ only a modest amount of wear before trail use should suffice... FOR THE RIGHT FOOT TYPE.    Believe me~ I've had horrible boot fittings before (see reviews for the Merrel Grand Traverse M2... absolutely horrible boot that was more expensive than the Italian made Makalu)~ and it sucks if the boot doesn't fit.    My recommendation: go to REI and try on the Montrail Morraine and the La Sportiva Makalu... these have very different fits... one will fit better than the other... you'll know which kind of foot you have by your decision in this experiment.    Also~ be sure to get an after market footbed. Most mountaineering shoe companies are expecting you to pick up one of these~ so they don't bother with making their standard one very good. The green Superfeet seems to be the insert of choice for most. Consult a knowledgable footwear specialist and ask them about this.
27,la-sportiva,makalu,5.0,"   I sincerely hope this product doesn't dissapear from the face of the market as other such products which are ""too"" good!  Since 1990 I have owned eight or so pairs of heavy leather boots and put them through alot of the conditions which exist below 4000 feet and none excel in as wide a multitude of enviorments as the Makalu!"
28,la-sportiva,makalu,1.0,   I bought these boots about 2 years ago and haven't had a winter season since. These boots have to be the most terrible thing I have ever worn. I suspect it may be my weird foot shape as some people seem to love them~ however I have heard others who bought a pair complain that they just couldn't get on with them.   I broke them in (or rather they broke me in) over a period of a year and a half and they never became comfortable. I tried volume adjusters~ different footbeds~ had them cooked at the local mountaineering shop and the heels narrowed~ all to no avail.   I just purchased a pair of Scarpa Mantas which seem comfortable for now~ but time will tell.   If you're looking for a new pair of boots I recomend you look at getting your Makalus a little small as part of the problem I had was the increased volume in the boot once the internal padding was tramped into submission.
29,la-sportiva,makalu,5.0,   My first La Sportiva boot was the regular hiking model similar to the Makalu. I wore them on two trips and liked them and than returned them for the crampon-accepting and slightly heavier duty Makalu Ladies. The men's boots seem to have too much interior volume for my feet and didn't fit as well as the ladies version. These boots were the only ones that straight out of the box felt incredibly comfortable.    The one major hike I did with them since I got the Makalu's I duct taped my heels and only got small blisters on the inside of my heels. Not a bad deal considering that I deserved worse for taking them straight out on a hike with zero break-in time before the hike. Considering~ they were super on the hike and treated me well. I used them on a hike in the Rahwah Wilderness in CO were the trail gained about 2500' of elevation in 7 miles and was fairly rocky with quite a few stream crossings.    The other boots that I tried prior to the La Sportiva's were the green Montrails and however cool looking they were waaay too high volume for my feet and even a snug fit back to front gave me a sloppy side to side fit and blister-producing friction. The Makalu's are definitely a heavy-duty boot  with the full steel shank and 3mm leather upper but I like a tough boot that will stand up to a beating and support my tired feet through the last mile. I did put waterproofing Nikwax on my boots that was provided to me in the box with the boots and it did turn my boots a darker brown but they still look cool. They are now impervious to water and dirt can be wiped off.    My friend has the men's version and he seems to like his boots as much as I like mine and both of us tried on a ton of boots before deciding to stick with the La Sportiva's. Their customer service seemed really helpful when I called and asked some questions about their boots before I bought them~ haven't had to call yet with any problems.    I also put in a pair of Superfeet insoles and that helps out a lot in any boot. It gives you a more supported instep and hugs your heel better than a standard insole. Check them out~ they are sold at most EMS and REI type stores.
30,la-sportiva,makalu,5.0,   By far the most comfortable boots I've ever owned. I used to be a big fan of Sundowners~ but these are even better. I have a low profile foot~ but the boots fit very well. Suprisingly required very little break-in time. Strong soles (Vibram) that can be re-soled. You cannot go wrong with these boots!
31,la-sportiva,makalu,5.0,   These are the best boots I've ever worn. But I couldn't wear 'em for very long periods until they were broken in. I also have plantar fasciitis (heal spurs) and these boots seemed to have been the cure for that. I can wear 'em for days on end where my other boots hurt after a day or two. I've tried Garmont~ Racklie~ Merrells...and Scarpa (also great!!) but the legendary Makalus have lived up to their reputation.   Only caveat is that they are not super warm boots... but I've found that two layers of wool socks (one mountaineering like Smartwools and medium hiking sock) seemed to cure that... but below zero F. these might not be adequate unless you're constantly on the move. I am tempted to buy AT ski bindings so I can use 'em for even that. Solid footbed that evens out the bumps in the Mountains. And stiffer than my Scarpa leather telemark boots.
32,la-sportiva,makalu,5.0,   IT SEEMED TO TAKE FOREVER TO GET THESE LITTLE DARLINGS TO GET TO THE RIGHT FIT. NOW THAT THEY ARE THERE I HOPE THEY LAST FOREVER BECAUSE THEY ARE THE MOST COMFORTABLE REAL BOOTS I HAVE EVER HAD. THE  TIME TO BREAK THEM IN IS THE ONLY REAL NEGATIVE. LUV EM NOW
33,la-sportiva,makalu,4.0,   I have considerably wide feet~ but it did not cause any harm or hot-spots. Boot was quite comfortable~ but I had to sell it because of freezing feet unfortunately boots came up to be at least half of number too small and with crampions it did get cold even at low altitudes 4000 m. Nice boot for Alps but I dont belive it works higher~ also boot hight is somewher between high and medium. dear to reccommend for nice trips where you need stable and comfortable walking boot.
34,la-sportiva,makalu,5.0,   I've got funny feet - they're wide at the ball but narrow at the heel with a high arch.  These boots fitted first off due to the unique fit system~ being a bit stiff at first i got one small hot spot on the one heel but i was not tightening the boot onto my foot properly.  Done correctlyy it holds your heel in place very securely - not a bit of movement there while your arch is not crushed and your toes can wiggle.  The best boots I've ever owned.
35,la-sportiva,makalu,4.0,   Very good boot.   Alpinism in the Alpi Marittime. No good in snow.   Makalu souffered rain.
36,la-sportiva,makalu,4.0,   These boots have proven great on the trail. the quality is outstanding~ and i know they will last a long time. the break in period takes a long time though so be very patient with these boots.......blisters will be suffered the 1st 2 or 3 trips
37,la-sportiva,makalu,5.0,   This boot was my next step after wearing out two sets of Vasque Gore-Tex hikers. With Shasta~ Hood~ and Ranier on my horizon~ I have relied on the Makalu II as my choice~ instead of plastic boots. Easy break-in period~ waterproof~ and crampon-ready~ this boot is a good value for the money. A hand-made Italian paw that's worth every penny.
38,la-sportiva,makalu,5.0,   Stiff but supportive~ hard to break in but worth the effort (although my wife found hers comfy right out of the box~ go figure). I use mine alot with snowshoes/crampons for winter hiking/climbing in the Adirondaks~ Whites~ and Catskills~ the stiff uppers let you cinch the bindings down tight without cutting off circulation. Pretty warm~ even warmer with supergaiters. Gear I'm glad I own.
39,la-sportiva,makalu,5.0,   Great boots!  They did take a long time to break in and I still tape my heels on long trips but they are pretty comfortable now.  Completely weather-proof if treated well (Nikwax aqueous) and will probably outlive me.  I'm looking forward to doing some light mountaineering with them this season.  Overall a well-constructed boot that will take you just about anywhere through any conditions.
40,la-sportiva,makalu,4.0,   So far it's been a very good boot.  Four trips to 10~000+ in snow/rain so far this winter and the feet have stay warm & dry.  Definitely waterproof these boots thoroughly before use.  The breakin has been murder on my heels~ big blisters~ advise the use of some moleskin on the heels from the first day until broken in.  They accept step-in crampons and the black diamond's work well with this boot.  If you plan on doing any extended glacier travel or real cold stuff~ you will want more than this boot~ but for general mountaineering it holds up fine.
41,la-sportiva,makalu,5.0,   I have not had one problem with these boots.  I take a size 13.5 and I have thouroughly enjoyed them.  They feel even better with a spenco arched insole. Even after a 13 hour day on Long's Peak I had no blister or even sore spots.  I do keep to toe box laces loose to allow for bigger sox and less constriction~ but they still perform very well and their grip in the cold on bare rock is fantastic.  A fabulous all-around boot.
42,la-sportiva,makalu,5.0,   Great boots! I bought these for a backcountry trip in the Sierra Nevada~ and they were excellent for the purpose. Great ankle support for scrambling~ but not so stiff that trail hiking is uncomfortable. I wore these for a week before my trip~ and they were pretty much broken in within a few days of starting. No blisters~ except some slight chaffing at the ankle~ which was not a problem. Very comfortable for the support they provide. Good with step-in crampons.
43,la-sportiva,makalu,4.0,   I bought my Makalu's last spring and have been trying to break them in ever since. I've climbed Mt Shasta twice in them. I got nasty blisters on my heals both times even after wrapping my heel in duct tape. They will be awsome after I break them in. They performed beautifully on steep snow and ice. Make sure you waterproof them before wearing them in the snow. I didn't waterproof mine before my first Shasta trip and my feet were soaked after 1 hour in the snow. Later during that same trip my boots froze and caused my feet to go numb. I've since waterproofed them with Nikwax and Biwell green. My feet were completely dry during my last Shasta climb after waterproofing them.
44,la-sportiva,makalu,5.0,   I purchased these boot around Christmastime and couldn't wait to use them. The worked wonderfully in the snow. I keep them water proofed with Nikwax aqueous solution. They kept my feet warm as long as I kept moving.  The use of gaiters will make them even more unstoppable in the snow.   I've also used them in many off trail excursions.  The high ankle support and rigid sole allows you to go anywhere without fear of twisting an ankle or feeling the bite of a bad step.   The biggest test for my boots so far have been 320 miles on the Colorado Trail.  My feet were noticibly worn during the begining of the trip but I attribute that to the nature of the everyday hiking.  Even after 320 miles the only wear on the boots is a small amount of rubber worn off of the sole under the toe from pushing off.   Overall~ a fantastic boot if you have the money.  It will last you forever.  I can't wait to try them on the snow and ice some more this winter.
45,la-sportiva,makalu,5.0,   I had a pair of Solomons that didn't stand up to two years of climbing thru Montana talus fields.  The soles held up fine but the leather uppers wore thru on the outer sides~ so I decided it was time to upgrade to a boot w/thicker leather.  My makalus are a well made boot but I think that they are going to break me in before the damn boots are broken in.  I still get blisters on my heels (I must admit that my heels have always been blister prone) and I get foot sore on the return trip from any day hike (5-16 miles).     That said~ I believe these boots will last me a long time.  I live in Montana & try to go for summits when I hike. (mostly in the Bitterroots).  My first trip in the boots was  a scramble up Trapper Peak ( 10~000+) and the boots performed great on the snow feilds & talus slopes & wet boulders.  We were bushwacking up to the heavenly twins on a subsequent hike and got stuck in some impenetrable undergrowth & blow down~ our only option was a 2 mile hike down thru the creek to get back to the main trail. The boots held up beautifully even though I don't believe the manufacturer intended them to be used that way.   One last note:  I've tried moleskin~ ducttape~ sock liners but still my heels are chewed up after 5 or 6 miles. The fit    was correct in the store & my heel is in tight with the great lacing system but still damn blisters!!! Oh yea~ one other thing:  Expect to initially feel a little clumbsy in these boots if you are used to hiking in lighter backpacking hiking boots these boots are heavy & the sole is very stiff but I guess that is the price u pay for support &    durability.
46,la-sportiva,makalu,5.0,   The Makalu is a wonderfull boot.  The sole is to stiff for your general day hike~ For extended trips and off trail options~ the makalu performs well.  I have a size 11 1/2 foot that has a skinny heel~ with a low volume instep.  The Makalu is the only boot in this type of backpacking that fits well.  I tried the Salomons super mountain nine~ good boot~ but you need a high volume foot.
47,la-sportiva,makalu,5.0,   These are very good boots. I used the same pair for 5 years now.  They are finally starting to be fairly trashed. Very comfortable.  I have never even gotten a blister despite many miles and climbs with heavy packs.    If they fit your feet~ buy them.
48,la-sportiva,makalu,5.0,   Having heard of these boots to be the best for off trail/ mountaineering use~ I decided to try them out.  I purchased a pair on sail at REI and was not dissatisfied.  Quite clearly the best price for boot~ durability~ materials~ ect.  They are the best boots in my closet and my first choice for the trail.
49,la-sportiva,makalu,1.0,   I wish to state for the record so that there is no confusion about this - La Sportiva has the worst customer service of any outdoor company I have ever dealt with.    I purchased a pair of Makalu's because they looked great and felt good upon fitting. After one year I went through 3 !!! pairs because the shank kept breaking in the right boot. You can tell when you have broken a shank by the popping sound as you walk. I went through a year of hell with La Sportiva trying to replace them.   The first time my local outfitter ate the cost and replaced them. The second time I had to mail them in to La Sportiva at my own cost~ had to fight their beauracracy after which at the end of a month they sent my original pair of boots back and declined to replace them.   The third time I just found an outfitter who exchanged them for One Sport Morraines.   I will never deal with La Sportiva again.   If you are interested in buying a serious pair of boots~ I recommend Asolo. They have excellent customer service and the boots they make are the best in the business.
50,la-sportiva,makalu,5.0,   Amazing boots if you take the time to break them in.    Off trail/rough trail performance is fantastic.    Awesome ankle support so heavy packs aren't a problem.   Also great with crampons and supergaiters deck them out for light winter use.
51,la-sportiva,makalu,5.0,   My wife actually just got a pair of these. She's only used them on one trip so far. She loves the fit; it's the first boot that has actually fit her properly (she's got bizarre feet; narrow heel~ no arch~ looongggg middle toe).     We went scrambling following a 4 km hike and she had absolutely no problems~ blisters~ etc. Maybe the new cambrelle lining in the 97 model helps~ I don't know.
52,la-sportiva,makalu,5.0,   These are the best pair of boots that I have ever had.   They work well for hiking and are killer on snow and ice.
